Paper Title,Paper Link,Publication Year,Publication Type,Publication Title,Author Names,DOI,PDF Link,Open Access,Citations Count,PubMed ID,PMC ID,References,arXiv ID,OpenAlex ID,Source,Abstract,Review,Preprint,arXiv_used
"Carbon capture, utilization, and storage (CCUS) technologies: Evaluating the effectiveness of advanced CCUS solutions for reducing CO2 emissions",https://doi.org/10.1016/j.rsurfi.2024.100381,2024,article,Results in Surfaces and Interfaces,"Enobong Hanson, Chukwuebuka Nwakile, Victor Oluwafolajimi Hammed",https://doi.org/10.1016/j.rsurfi.2024.100381,,True,208,,,265,,https://openalex.org/W4405394668,OpenAlex,"This review provides a comprehensive examination of Carbon Capture, Utilization, and Storage (CCUS) technologies, focusing on their advancements, challenges, and future prospects. It begins with an overview of carbon capture methods, including pre-combustion, post-combustion, and oxy-fuel combustion techniques, highlighting recent technological improvements and associated challenges. The review then explores various carbon utilization strategies, such as chemical conversion, biological processes, and mineralization, discussing emerging technologies, potential applications, and the economic and environmental benefits of utilizing captured CO 2 . The discussion on carbon storage covers geological options like saline aquifers and depleted oil and gas fields, as well as recent advancements in monitoring and safety measures. The review assesses long-term stability and the risks linked to CO2 storage. In addressing the integration and optimization of CCUS systems, it evaluates the synergies between capture, utilization, and storage, includes techno-economic analyses of integrated systems, and presents case studies of successful CCUS projects. Economic feasibility and scalability are scrutinized through cost analysis, barriers to large-scale implementation, and the role of policy and regulatory frameworks. The review also identifies key research gaps, explores innovation potential, and provides strategic recommendations for advancing CCUS adoption. In conclusion, the findings underscore the essential role of CCUS in mitigating climate change, while highlighting the need for continued innovation, policy support, and cost reductions to enable its widespread deployment and effectiveness.",NO,NO,NO
"Carbon Dioxide Capture, Utilization, and Sequestration: Current Status, Challenges, and Future Prospects for Global Decarbonization",https://doi.org/10.1021/acsengineeringau.3c00049,2023,article,ACS Engineering Au,"Srinu Nagireddi, Jatin R. Agarwal, Damodaran Vedapuri",https://doi.org/10.1021/acsengineeringau.3c00049,,True,215,,,364,,https://openalex.org/W4389221332,OpenAlex,"This Review provides an in-depth overview of carbon dioxide (CO2) capture, utilization, and sequestration (CCUS) technologies and their potential in global decarbonization efforts. The Review discusses the concept of CO2 utilization, including conversion to fuels, chemicals, and minerals as well as biological processes. It also explores the different types of CO2 sequestration, including geological, ocean, and mineral storage, and the associated challenges and opportunities such as regulatory issues and public acceptance. The Review highlights the potential of integrating CO2 CCUS technologies and presents case studies of successful projects. The benefits and limitations of these technologies are discussed, along with areas for further research and development. Overall, this Review underscores the importance of CCUS.",NO,NO,NO
Current and future perspectives on catalytic-based integrated carbon capture and utilization,https://doi.org/10.1016/j.scitotenv.2021.148081,2021,review,The Science of The Total Environment,"Muhammad Ashraf Sabri, Samar Al Jitan, Daniel Bahamón, Lourdes F. Vega, Giovanni Palmisano",https://doi.org/10.1016/j.scitotenv.2021.148081,,False,155,https://pubmed.ncbi.nlm.nih.gov/34091328,,303,,https://openalex.org/W3164205212,OpenAlex,,NO,NO,NO
Calculation of greenhouse gas emissions for a carbon recycling system using mineral carbon capture and utilization technology in the cement industry,https://doi.org/10.1016/j.jclepro.2021.127618,2021,article,Journal of Cleaner Production,"Yoshito Izumi, Atsushi Iizuka, Hsing‐Jung Ho",https://doi.org/10.1016/j.jclepro.2021.127618,,True,171,,,29,,https://openalex.org/W3165180706,OpenAlex,"Cement is widely produced and used. Cement production consumes a significant amount of energy and natural resources, and it accounts for approximately 7% of man-made greenhouse gas (GHG) emissions in CO2-equivalents globally. The cement industry is continually conducting research and development into energy conserving and low-carbon technologies to reduce CO2 emissions. Furthermore, the industry will be at the heart of a carbon recycling system along cement and concrete value chain using newly developed mineral carbon capture and utilization (MCC&U) technology to reduce CO2 emissions substantially during clinker and/or cement production. This paper provides fundamental calculations for the determination of CO2 emissions from the MCC&U technology in the cement industry, which will contribute to the calculation of GHG inventories and life cycle assessments of the system. Demonstration experiments were conducted to develop an accounting formula and clearly determine CO2 emissions for recarbonate utilization as a cement raw material.",NO,NO,NO
"Carbonic anhydrase for CO2 capture, conversion and utilization",https://doi.org/10.1016/j.copbio.2021.12.003,2022,review,Current Opinion in Biotechnology,"Sachin Talekar, Byung Hoon Jo, Jonathan S. Dordick, Jungbae Kim",https://doi.org/10.1016/j.copbio.2021.12.003,,False,124,https://pubmed.ncbi.nlm.nih.gov/34992045,,51,,https://openalex.org/W4206735444,OpenAlex,,NO,NO,NO
"Integration of carbon emission reduction policies and technologies: Research progress on carbon capture, utilization and storage technologies",https://doi.org/10.1016/j.seppur.2024.127153,2024,article,Separation and Purification Technology,"Huaqiang Chu, Zhen Huang, Zekai Zhang, Xianyao Yan, Bingbing Qiu, Nian Xu",https://doi.org/10.1016/j.seppur.2024.127153,,False,152,,,228,,https://openalex.org/W4392932831,OpenAlex,,NO,NO,NO
"An overview of technologies for capturing, storing, and utilizing carbon dioxide: Technology readiness, large-scale demonstration, and cost",https://doi.org/10.1016/j.cej.2024.151998,2024,article,Chemical Engineering Journal,"Divya Baskaran, Panchamoorthy Saravanan, L. Nagarajan, Hun‐Soo Byun",https://doi.org/10.1016/j.cej.2024.151998,,False,160,,,238,,https://openalex.org/W4396690643,OpenAlex,,NO,NO,NO
Toward economical application of carbon capture and utilization technology with near-zero carbon emission,https://doi.org/10.1038/s41467-022-35239-9,2022,article,Nature Communications,"Kezia Langie, Kyungjae Tak, Chang-Soo Kim, Hee Won Lee, Kwangho Park, Dongjin Kim, Wonsang Jung, Chan Woo Lee, Hyung‐Suk Oh, Dong Ki Lee, Jai Hyun Koh, Byoung Koun Min, Da Hye Won, Ung Lee",https://doi.org/10.1038/s41467-022-35239-9,https://www.nature.com/articles/s41467-022-35239-9.pdf,True,153,https://pubmed.ncbi.nlm.nih.gov/36470930,,42,,https://openalex.org/W4310942854,OpenAlex,"Carbon capture and utilization technology has been studied for its practical ability to reduce CO<sub>2</sub> emissions and enable economical chemical production. The main challenge of this technology is that a large amount of thermal energy must be provided to supply high-purity CO<sub>2</sub> and purify the product. Herein, we propose a new concept called reaction swing absorption, which produces synthesis gas (syngas) with net-zero CO<sub>2</sub> emission through direct electrochemical CO<sub>2</sub> reduction in a newly proposed amine solution, triethylamine. Experimental investigations show high CO<sub>2</sub> absorption rates (>84%) of triethylamine from low CO<sub>2</sub> concentrated flue gas. In addition, the CO Faradaic efficiency in a triethylamine supplied membrane electrode assembly electrolyzer is approximately 30% (@-200 mA cm<sup>-2</sup>), twice higher than those in conventional alkanolamine solvents. Based on the experimental results and rigorous process modeling, we reveal that reaction swing absorption produces high pressure syngas at a reasonable cost with negligible CO<sub>2</sub> emissions. This system provides a fundamental solution for the CO<sub>2</sub> crossover and low system stability of electrochemical CO<sub>2</sub> reduction.",NO,NO,NO
"A comprehensive review on recent trends in carbon capture, utilization, and storage techniques",https://doi.org/10.1016/j.jece.2023.111393,2023,review,Journal of environmental chemical engineering,"Mohammad Yusuf, Hussameldin Ibrahim",https://doi.org/10.1016/j.jece.2023.111393,,False,117,,,144,,https://openalex.org/W4388289647,OpenAlex,,YES,NO,NO
"Recent Advances and Future Perspectives in Carbon Capture, Transportation, Utilization, and Storage (CCTUS) Technologies: A Comprehensive Review",https://doi.org/10.1016/j.fuel.2023.128913,2023,review,Fuel,"Kaiyin Zhao, Cunqi Jia, Zihao Li, Xiangze Du, Yubei Wang, Jingjing Li, Zechen Yao, Jun Yao",https://doi.org/10.1016/j.fuel.2023.128913,,False,194,,,350,,https://openalex.org/W4380193807,OpenAlex,,YES,NO,NO
A net-zero emissions strategy for China’s power sector using carbon-capture utilization and storage,https://doi.org/10.1038/s41467-023-41548-4,2023,article,Nature Communications,"Jing-Li Fan, Zezheng Li, Xi Huang, Kai Li, Xian Zhang, Xi Lu, Jianzhong Wu, Klaus Hubacek, Bo Shen",https://doi.org/10.1038/s41467-023-41548-4,https://www.nature.com/articles/s41467-023-41548-4.pdf,True,148,https://pubmed.ncbi.nlm.nih.gov/37749137,,51,,https://openalex.org/W4387014551,OpenAlex,"Decarbonized power systems are critical to mitigate climate change, yet methods to achieve a reliable and resilient near-zero power system are still under exploration. This study develops an hourly power system simulation model considering high-resolution geological constraints for carbon-capture-utilization-and-storage to explore the optimal solution for a reliable and resilient near-zero power system. This is applied to 31 provinces in China by simulating 10,450 scenarios combining different electricity storage durations and interprovincial transmission capacities, with various shares of abated fossil power with carbon-capture-utilization-and-storage. Here, we show that allowing up to 20% abated fossil fuel power generation in the power system could reduce the national total power shortage rate by up to 9.0 percentages in 2050 compared with a zero fossil fuel system. A lowest-cost scenario with 16% abated fossil fuel power generation in the system even causes 2.5% lower investment costs in the network (or $16.8 billion), and also increases system resilience by reducing power shortage during extreme climatic events.",NO,NO,NO
Carbonic anhydrase to boost CO2 sequestration: Improving carbon capture utilization and storage (CCUS),https://doi.org/10.1016/j.chemosphere.2022.134419,2022,review,Chemosphere,"Ayanne de Oliveira Maciel, Paul Christakopoulos, Ulrika Rova, Io Antonopoulou",https://doi.org/10.1016/j.chemosphere.2022.134419,,True,109,https://pubmed.ncbi.nlm.nih.gov/35364080,,162,,https://openalex.org/W4220687519,OpenAlex,"CO<sub>2</sub> Capture Utilization and Storage (CCUS) is a fundamental strategy to mitigate climate change, and carbon sequestration, through absorption, can be one of the solutions to achieving this goal. In nature, carbonic anhydrase (CA) catalyzes the CO<sub>2</sub> hydration to bicarbonates. Targeting the development of novel biotechnological routes which can compete with traditional CO<sub>2</sub> absorption methods, CA utilization has presented a potential to expand as a promising catalyst for CCUS applications. Driven by this feature, the search for novel CAs as biocatalysts and the utilization of enzyme improvement techniques, such as protein engineering and immobilization methods, has resulted in suitable variants able to catalyze CO<sub>2</sub> absorption at relevant industrial conditions. Limitations related to enzyme recovery and recyclability are still a concern in the field, affecting cost efficiency. Under different absorption approaches, CA enhances both kinetics and CO<sub>2</sub> absorption yields, besides reduced energy consumption. However, efforts directed to process optimization and demonstrative plants are still limited. A recent topic with great potential for development is the CA utilization in accelerated weathering, where industrial residues could be re-purposed towards becoming carbon sequestrating agents. Furthermore, research of new solvents has identified potential candidates for integration with CA in CO<sub>2</sub> capture, and through techno-economic assessments, CA can be a path to increase the competitiveness of alternative CO<sub>2</sub> absorption systems, offering lower environmental costs. This review provides a favorable scenario combining the enzyme and CO<sub>2</sub> capture, with possibilities in reaching an industrial-like stage in the future.",NO,NO,NO
"A review of technologies for carbon capture, sequestration, and utilization: Cost, capacity, and technology readiness",https://doi.org/10.1002/ghg.2131,2021,review,Greenhouse Gases Science and Technology,Farzan Kazemifar,https://doi.org/10.1002/ghg.2131,,False,126,,,110,,https://openalex.org/W3212131991,OpenAlex,"Abstract The continued rise in anthropogenic carbon dioxide (CO 2 ) emissions and increase in atmospheric CO 2 concentration has led to calls from experts, including the Intergovernmental Panel on Climate Change that has estimated that global warming needs to be limited to 1.5 °C above preindustrial levels to avoid the worst effects of climate change, and that carbon neutrality would need to be achieved globally by 2050 to meet this target. Achieving carbon neutrality by mid‐century will rely on successful implementation and widespread adoption of technologies for reducing emissions from large point sources of CO 2 , direct CO 2 capture from the air, as well as storage and utilization technologies that would convert CO 2 to a form that would ensure safety and permanency of storage. In this paper, engineering solutions for CO 2 capture, utilization, and storage are reviewed with a focus on technology readiness level, and cost. © 2021 Society of Chemical Industry and John Wiley &amp; Sons, Ltd.",YES,NO,NO
Microalgae-based carbon capture and utilization: A critical review on current system developments and biomass utilization,https://doi.org/10.1080/10643389.2022.2047141,2022,review,Critical Reviews in Environmental Science and Technology,"Luong T. Nguyen, Minh T. Vu, Hang P. Vu, Md Abu Hasan Johir, Leen Labeeuw, Peter J. Ralph, T.M.I. Mahlia, Ashok Pandey, Ranjna Sirohi, Long D. Nghiem",https://doi.org/10.1080/10643389.2022.2047141,,False,113,,,113,,https://openalex.org/W4221110136,OpenAlex,"Carbon capture and utilization (CCU) is an emerging technology with commercial potential to convert atmospheric carbon dioxide (CO2) into net zero or negative emission products. In microalgae-based CCU, microalgae utilize CO2 and sunlight to generate biomass for commercial applications. This paper reviews the current state of microalgal culture development for CCU and highlights its potential contribution to addressing climate change challenges. Current microalgal culture systems have not been designed for high throughput biomass growth and carbon capture. Raceways, high-rate algal ponds, and photobioreactors are the most widely used for microalgal cultivation at a large-scale. The limitations of these systems are related to microalgal growth requirements. Ponds are operated at narrow depth to ensure sufficient light distribution and thus need a large land surface. CO2 gas needs to be in a dissolved form for efficient utilization by microalgae. Innovative system designs to achieve optimized distribution of light, nutrient, and CO2 utilization for enhanced biomass production are crucial to achieve large-scale CO2 capture by microalgae. Data corroborated in this review highlights several innovative techniques to deliver CO2 effectively and enhance light illumination to microalgal cells. Submerged and internal illuminations can enhance light distribution without compromising culture volume and land requirements. CO2 delivery technique selections mainly depend on CO2 sources. The carbonation column appears to be the best option regarding efficiency, easy operation, and simple design. The downstream processes of microalgal culture (i.e. harvesting, biomass utilization, and water reuse) are important to make microalgae-based CCU a significant contribution to global carbon mitigation solutions.",YES,NO,NO
Carbon capture and utilization by algae with high concentration CO2 or bicarbonate as carbon source,https://doi.org/10.1016/j.scitotenv.2024.170325,2024,article,The Science of The Total Environment,"Yi Yang, Shuo Tang, J. Paul Chen",https://doi.org/10.1016/j.scitotenv.2024.170325,,False,88,https://pubmed.ncbi.nlm.nih.gov/38278265,,81,,https://openalex.org/W4391180035,OpenAlex,,NO,NO,NO
"A Systematic Review of Carbon Capture, Utilization and Storage: Status, Progress and Challenges",https://doi.org/10.3390/en16062865,2023,review,Energies,"Enbin Liu, Xudong Lu, Daocheng Wang",https://doi.org/10.3390/en16062865,https://www.mdpi.com/1996-1073/16/6/2865/pdf?version=1679304170,True,136,,,265,,https://openalex.org/W4327953545,OpenAlex,"The problem of global warming and climate change has attracted global attention, and reducing the concentration of CO2 in the atmosphere is an important step towards solving the problem. This paper mainly introduces the current development status, research hotspots, challenges and some emerging technologies of carbon capture, utilization and storage (CCUS). Among CO2 capture technologies, solvent absorption technology is currently the most mature and widely used technology, among which ionic liquid technology has great application prospects because its molecular structure can be designed and different functional groups can be connected. The surface functionalization of metal–organic frameworks in the adsorption method endows them with excellent CO2 adsorption capacity. In CO2 transportation, temperature and pressure must be considered in pipeline transportation, because they will affect the phase state of CO2 transportation. The impact of impurities on CO2 pipeline transportation is a challenge that affects pipeline design and transportation safety. In CO2 utilization, the key to enhanced oil recovery, gas recovery and displacement of coalbed methane is to increase the recovery rate and increase the storage capacity at the same time. Only by strengthening the research on the adsorption behavior between CO2 and CH4 and revealing the relevant mechanism can innovative technologies be developed. The chemical utilization of CO2 has formed many routes, but they all lack certain advantages. Most scholars are working on catalysts for CO2 conversion, especially copper-based catalysts that can convert CO2 into methanol. The conversion rate of CO2 can be effectively increased through doping or process improvement. The coupling of electrocatalytic technology and renewable energy is an important development direction in the future. In CO2 storage, geological storage is currently the most important method, especially in saline aquifers. There are currently critical issues concerning reservoir integrity and leakage potential that should be further investigated. CO2 leakage will cause serious environmental problems, and the common monitoring methods are reviewed and discussed in this paper. Finally, the research status, hotspots and cooperation networks of CCUS are summarized by using CiteSpace software in order to help the development of CCUS technology. In addition, through the review and analysis, it is found that CCUS is faced with challenges such as low capture efficiency, difficulties in transformation and utilization, high operating costs, lack of strong support policies, and lack of international cooperation, which restrict the further development of CCUS.",YES,NO,NO
"Economic perspectives and policy insights on carbon capture, storage, and utilization for sustainable development",https://doi.org/10.1016/j.scitotenv.2023.163656,2023,review,The Science of The Total Environment,"Sarath C. Gowd, Prabakaran Ganeshan, V.S. Vigneswaran, Md. Shahadat Hossain, Deepak Kumar, Karthik Rajendran, Huu Hao Ngo, Arivalagan Pugazhendhi",https://doi.org/10.1016/j.scitotenv.2023.163656,,False,102,https://pubmed.ncbi.nlm.nih.gov/37088382,,80,,https://openalex.org/W4366779478,OpenAlex,,NO,NO,NO
"Application of red mud in carbon capture, utilization and storage (CCUS) technology",https://doi.org/10.1016/j.rser.2024.114683,2024,article,Renewable and Sustainable Energy Reviews,"Xinyue Liu, Xinyue Liu, Xiaoming Liu, Xiaoming Liu, Zengqi Zhang",https://doi.org/10.1016/j.rser.2024.114683,,False,108,,,127,,https://openalex.org/W4399834888,OpenAlex,,NO,NO,NO
"A Review of Recent Progress of Carbon Capture, Utilization, and Storage (CCUS) in China",https://doi.org/10.3390/app13021169,2023,review,Applied Sciences,"Jia Yao, Hongdou Han, Yang Yang, Yiming Song, Guihe Li",https://doi.org/10.3390/app13021169,https://www.mdpi.com/2076-3417/13/2/1169/pdf?version=1673835149,True,116,,,155,,https://openalex.org/W4316371659,OpenAlex,"The continuous temperature rise has raised global concerns about CO2 emissions. As the country with the largest CO2 emissions, China is facing the challenge of achieving large CO2 emission reductions (or even net-zero CO2 emissions) in a short period. With the strong support and encouragement of the Chinese government, technological breakthroughs and practical applications of carbon capture, utilization, and storage (CCUS) are being aggressively pursued, and some outstanding accomplishments have been realized. Based on the numerous information from a wide variety of sources including publications and news reports only available in Chinese, this paper highlights the latest CCUS progress in China after 2019 by providing an overview of known technologies and typical projects, aiming to provide theoretical and practical guidance for achieving net-zero CO2 emissions in the future.",YES,NO,NO
