Paper Title,Paper Link,Publication Year,Publication Type,Publication Title,Author Names,DOI,PDF Link,Open Access,Citations Count,PubMed ID,PMC ID,References,arXiv ID,OpenAlex ID,Source,Abstract,Review,Preprint,arXiv_used
CHALLENGES AND OPPORTUNITES OF ACHIEVING EUROPEAN CO 2 TRANSPORTATION AND STORAGE SPECIFICATIONS FOR CARBON CAPTURE IN THE IRON AND STEEL INDUSTRY,https://www.semanticscholar.org/paper/090624ffd6814011afe56991f59935a2009a8b86,,,,"R. Porter, J. Barnett, P. Cobden, E. D. Coninck, H. Mahgerefteh, G. Manzolini, S. Martynov, F. Ruggeri, V. Spallina",,,False,1,,,25,,,SemanticScholar,,NO,NO,NO
"Aspen Plus ENRTL Model for HS3 Blend, a Novel Solvent for CO2 Capture",https://www.semanticscholar.org/paper/69ba5a0b6c3753edf3de5ad5d6e548b649e5ea81,2023.0,,,"M. Gilardi, Filippo Bisotti, H. Knuutila, A. Tobiesen, Davide, Bonalumi",,,False,0,,,19,,,SemanticScholar,,NO,NO,NO
"Synthesis, antioxidant activity of novel sulfonamide and sulfonate organic salts bearing various heterocyclic moieties.",https://www.semanticscholar.org/paper/516ffa96368cc462fb28a6972937b5861d08abc9,2025.0,,Future Medicinal Chemistry,"Didier Forest Kouganou Djossu, Joseph Tsemeugne, P. Mbarga, Jean-De-Dieu Tamokou, G. T. Matsuete, A. T. Tsamo, V. T. Sielinou, E. Mmutlane, Pierre Mkounga, D. Schollmeyer, Emmanuel F. Sopbue, A. E. Nkengfack",https://doi.org/10.1080/17568919.2025.2517529,,False,0,40590705,,48,,,SemanticScholar,"AIM
The reactions of various heterocyclic primary amines with sulfonyl chloride derivatives or with sulfosalicylic acid results in the first case to the formation of sulfonamide derivatives and in the second case to the formation of sulfonate organic salts which are both hybrid molecule that integrate multiple pharmacophores into a single scaffold.


MATERIALS AND METHODS
The novel sulfonamide derivatives 3 were obtained through mono-nucleophilic addition reactions of the corresponding primary amines to the appropriate sulfonyl derivative. In contrast, the sulfonate organic salts 5, 7 and 8 were formed as the result of an acid-base neutralization reaction, during which a molecule of amine captures the acid proton from the sulfosalicylic acid molecule. The antioxidant activity of the synthesized compounds is evaluated by determining their DPPH (2,2-Diphenyl-1-picrylhydrazyl) free radical scavenging activity as well as gallic acid equivalent antioxidant capacity (GEAC).


RESULTS AND CONCLUSION
The structures of compounds 3, 5, 7 and 8 were confirmed through elemental analysis, IR (Infrared), UV-Vis (ultraviolet-visible), 1H-NMR (Proton nuclear magnetic resonance), 13C-NMR (Carbon-13 nuclear magnetic resonance) and HRMS (High-Resolution Mass Spectrometry) spectroscopic data. Organic salt 7a was characterized by single-crystal and X-ray diffraction. Organic sulfonate salts were found to be more active than covalent sulfonamide derivatives.",NO,NO,NO
An evaluation of static ToF-SIMS analysis of environmental organics,https://www.semanticscholar.org/paper/afdb9ae0a53926d5dcfb9e934e222fc4b941b17d,2024.0,,Heliyon,"Xiao Sui, Xiao-Ying Yu",https://doi.org/10.1016/j.heliyon.2024.e37913,,False,2,39315229,11417316,73,,,SemanticScholar,"Time-of-flight secondary ion mass spectrometry (ToF-SIMS) has been extensively used in surface analysis due to its high mass resolution, sensitivity, and mass spectral imaging capabilities. Static ToF-SIMS has mainly been used for solid material analysis; however, its application in environmental organics is limited. During SIMS spectral analysis, relative mass accuracy and measurement repeatability are key factors for obtaining reliable speciation and acquiring chemical insights of the specimens. Herein, we provide an evaluation of four environmentally relevant organic systems, including glyoxal, pyruvic acid, oil-in-water emulsion, and carbon dioxide (CO2) capture solvent (i.e., N-2-ethoxyethyl-3-morpholinopropan-1-amine, EMMPA), to show the spectral measurement repeatability when using static ToF-SIMS. First, sample preparation is essential in acquiring accurate and reproducible results in ToF-SIMS analysis. The mass spectral results show that characteristic peaks observed can be distinguished with reasonable confidence by comparing the observed mass to charge ratios (m/z) to theoretical ones. The statistical analysis of peak areas indicates that the peak area and/or peak height measurement ratios are satisfactory among replicates. Compared with previous studies, the bismuth cluster primary ion beam, namely Bi3+, has less fragmentation than Bi+. Therefore, Bi3+ is deemed more suitable for organic analysis using static SIMS. Our results show that ToF-SIMS offers a viable approach to study environmental organics including but not limited to aqueous aerosols, wastewater emulsions, and CO2 capture solvents. It is expected that future studies will expand organic speciation with high fidelity due to the continued advancement of SIMS as a sensitive analysis technique.",NO,NO,NO
Chemically Reversible CO2 Uptake by Dendrimer-Impregnated Metal-Organic Frameworks.,https://www.semanticscholar.org/paper/f7adaeca9ad9b9c24e56bc5d00ecd73dcfd7bb55,2024.0,,Langmuir,"Rebecca B. Goncalves, Carlos Cuadrado Collados, C. Malliakas, Zhiwei Wang, Matthias Thommes, R. Snurr, Joseph T. Hupp",https://doi.org/10.1021/acs.langmuir.4c00885,,False,4,38647019,,48,,,SemanticScholar,"Industrialization over the past two centuries has resulted in a continuous rise in global CO2 emissions. These emissions are changing ecosystems and livelihoods. Therefore, methods are needed to capture these emissions from point sources and possibly from our atmosphere. Though the amount of CO2 is rising, it is challenging to capture directly from air because its concentration in air is extremely low, 0.04%. In this study, amines installed inside metal-organic frameworks (MOFs) are investigated for the adsorption of CO2, including at low concentrations. The amines used are polyamidoamine dendrimers that contain many primary amines. Chemically reversible adsorption of CO2 via carbamate formation was observed, as was enhanced uptake of carbon dioxide, likely via dendrimer-amide-based physisorption. Limiting factors in this initial study are comparatively low dendrimer loadings and slow kinetics for carbon dioxide uptake and release, even at 80 °C.",NO,NO,NO
Study of amino-modified resorcinol-formaldehyde aerogels for odorous gas removal,https://www.semanticscholar.org/paper/7ca70ed33d2586f1166b4700835d7c3317963a25,2024.0,,Journal of porous materials,"Xingna Zhu, Yuan Liu, Xueling Wu, Zhihua Zhang, Jun Shen",https://doi.org/10.1007/s10934-024-01661-1,,False,2,,,45,,,SemanticScholar,,NO,NO,NO
Amination of polypropylene‐g‐(maleic anhydride) using reactive extrusion,https://www.semanticscholar.org/paper/a883f58e3c0a7c4e82f5e1a820a7e32cceb2cef2,2024.0,,Journal of Applied Polymer Science,"Ian P. Kay, J. Goddard",https://doi.org/10.1002/app.56085,,False,3,,,43,,,SemanticScholar,"We report synthesis of a radical scavenging aminated thermoplastic polymer through reactive extrusion of polyethyleneimine (PEI) with a polypropylene and polypropylene‐graft‐maleic anhydride (PP‐g‐MA) meltblend. The reaction was confirmed using acid orange 7 (AO7) amine density assay, toluidine blue O (TBO) carboxylic acid density assay, Fourier transform infrared spectroscopy (FTIR), and a migration assay. FTIR spectra revealed a reduction of the asymmetric stretching of the maleic anhydride (MA) carbonyl group at 1777 cm−1 and the emergence of the maleimide carbonyl peak at 1702 cm−1. AO7 supported surface orientation of grafted amine groups by introduction of 7.22 nmol cm−2 primary amines, corresponding to the reduction of surface carboxylic acids quantified by TBO from 12.46 nmol cm−2 to 0.43 nmol cm−2. After incubation (40°C, 10 days) in ethanol, acetic acid, and water, < 0.1 mg cm−2 PEI migrated from the materials, supporting the covalent nature of the grafting. Antioxidant activity was demonstrated exhibiting 5.90 and 4.31 nmol Troloxeq cm−2 in aqueous and organic environments, respectively. Results indicate a successful condensation reaction during reactive extrusion, producing an aminated thermoplastic polymer with antioxidant activity for target applications such as food packaging, wastewater treatment, carbon capture, and others.",NO,NO,NO
(Invited) Effect of Plasma-Assisted Nanoparticle Distribution on Electroactive Surface Area of Microfabricated Electrodes,https://www.semanticscholar.org/paper/2a841c922d80a372dee54984335e1fb811e8adfb,2024.0,,ECS Meeting Abstracts,"M. Mujawar, Apurva Sonawane, Pandiaraj Manickam, Shekhar Bhansali",https://doi.org/10.1149/ma2024-02644312mtgabs,,False,1,,,0,,,SemanticScholar,"Surface architecture-based electrochemical biosensors work on a complex structure that is created to capture probes. A small defect in the architecture can cause an error in probe-target interaction. In such electrochemical sensors, the primary assumption is that the sensor has an ideal architecture. Nevertheless, these sensors drive the detection of analytes as the focus is on the probe-target interaction; and often, the underlying surface properties due to the resultant architecture are neglected while analyzing the detection phenomenon. Hence, the assessment of the dependence of the sensing process on the non-idealities present is required to achieve reliable measurements.
 The sensor response depends on the size, shape, and surface attachment of nanoparticles [1-4]. In most of the sensing methods, the use of high-density nanoparticles causes polydispersity and defects due to orientations on the electrode surface that conceal the efficacy of these factors in biosensing [5,6]. In this work, gold electrodes were fabricated using photolithography, RIE, and evaporation techniques, with the intent to achieve a more reliable surface structure. The screen-printed carbon electrodes (SPCE) are also considered; however, it is noted that the surface roughness and effective surface area in SPCEs depend on the polishing process and hence vary from electrode to electrode. For gold electrodes, although defects are still present in the microfabrication process, the surface was assumed to be less distinct than other electrodes because of the bulk processing. The inter-electrode variation of fabricated electrodes without any surface modification has also been taken into consideration in this work. These electrodes were functionalized using Au nanoparticles and then modified using DTSP (dithiobis(succinimidyl propionate)) self-assembled monolayer SAM and cortisol antibodies to make them selective towards cortisol molecules. The enhancement in the electroactive surface area and sensitivity was observed for Au nanoparticle (AuNP) functionalized electrodes prepared by drop casting, aerosolized and plasma assisated aerosolized methods.
 There are various methods available to detect the analyte using electrochemical immunosensing include competitive, sandwich, and labeled immunoassay [7,8]. Nanoparticles are used as labels or as an underlying layer to bind biorecognition elements for biosensing. Due to the strong affinity of Au surface with amino groups and mercapto groups, AuNPs facilitate the conjugation of biological ligands [9]. Cortisol is a vital stress hormone, and its level in many physiological functions such as fat mobilization for metabolism, immune suppression, cardiovascular disease, autoimmune disorders, infectious diseases, and mental illness makes it an important biomarker in health-monitoring [10].
 The electrochemical immunosensor composed of AuNPs on the activated Screen-Printed carbon electrode (SPCE) surface as a current collector, along with biotin-conjugated cortisol antibody covalently cross-linked on the surface of the nanoparticles using DTSP. The sulfur binding of DTSP is attached to the surface of AuNPs. Further, the amine group of the antibodies binds to the DTSP ligand. This self-assembled monolayer (SAM) of antibody on the nano-substrate provides irreversible binding sites for the cortisol present in any given sample. This irreversible binding of the protein structures limits ion transport to the sensor surface. Considering NPs as a fundamental layer in surface modification, this work focuses on the NP distribution on the sensing surface. In this work, the correlation of NP distribution with electroactive surface area, separation potential of oxidation and reduction peak, and size of NPs is achieved. Three methods of deposition of three different sizes of AuNPs as 20nm, 40nm, and 60nm were chosen as drop-casting, aerosol deposition, and plasma-assisted aerosolized deposition.
 In this work, microfabricated silicon-based Au electrodes are used. The AuNPs were deposited on the working area of these electrodes to improve their performance and have been achieved by increasing the active surface area using nanoparticle (NP)-functionalized electrodes as they exhibit higher electric field intensities [11]. Plasma-assisted NP functionalized electrodes displayed higher electrochemical performance. This improved electrochemical response is due to plasma-assisted surface activation of NPs. However, as the enhanced NP coverage was observed in plasma-assisted NP deposition, this might also be the reason for the enhancement of the electrochemical properties, electroactive surface area, and sensitivity.
 
 
 
 
 Figure 1
",NO,NO,NO
Evaluation of the Stability of Diamine-Appended Mg2(dobpdc) Frameworks to Sulfur Dioxide.,https://www.semanticscholar.org/paper/bb160371fd68a8fd3003bdcca77ba44e5d6ff9c2,2022.0,,Journal of the American Chemical Society,"Surya T. Parker, Alex Smith, Alexander C. Forse, W. Liao, Florian Brown-Altvater, R. Siegelman, Eugene J. Kim, Nicholas A Zill, Wenjun Zhang, J. Neaton, J. Reimer, J. Long",https://doi.org/10.1021/jacs.2c07498,https://escholarship.org/content/qt3p36h4c4/qt3p36h4c4.pdf?t=rmxjvx,True,16,36265017,,52,,,SemanticScholar,"Diamine-appended Mg2(dobpdc) (dobpdc4- = 4,4'-dioxidobiphenyl-3,3'-dicarboxylate) metal-organic frameworks are a promising class of CO2 adsorbents, although their stability to SO2─a trace component of industrially relevant exhaust streams─remains largely untested. Here, we investigate the impact of SO2 on the stability and CO2 capture performance of dmpn-Mg2(dobpdc) (dmpn = 2,2-dimethyl-1,3-propanediamine), a candidate material for carbon capture from coal flue gas. Using SO2 breakthrough experiments and CO2 isobar measurements, we find that the material retains 91% of its CO2 capacity after saturation with a wet simulated flue gas containing representative levels of CO2 and SO2, highlighting the robustness of this framework to SO2 under realistic CO2 capture conditions. Initial SO2 cycling experiments suggest dmpn-Mg2(dobpdc) may achieve a stable operating capacity in the presence of SO2 after initial passivation. Evaluation of several other diamine-Mg2(dobpdc) variants reveals that those with primary,primary (1°,1°) diamines, including dmpn-Mg2(dobpdc), are more robust to humid SO2 than those featuring primary,secondary (1°,2°) or primary,tertiary (1°,3°) diamines. Based on the solid-state 15N NMR spectra and density functional theory calculations, we find that under humid conditions, SO2 reacts with the metal-bound primary amine in 1°,2° and 1°,3° diamine-appended Mg2(dobpdc) to form a metal-bound bisulfite species that is charge balanced by a primary ammonium cation, thereby facilitating material degradation. In contrast, humid SO2 reacts with the free end of 1°,1° diamines to form ammonium bisulfite, leaving the metal-diamine bond intact. This structure-property relationship can be used to guide further optimization of these materials for CO2 capture applications.",NO,NO,NO
Synthesis of Functional Materials Using N‐heterocyclic Amines Beyond Melamine,https://www.semanticscholar.org/paper/09d51d32c3be451fde520e05fbf6a448adf8d563,2025.0,,Advancement of science,"Jesús Barrio, Arne Thomas",https://doi.org/10.1002/advs.202510137,,False,3,40940629,12561366,0,,,SemanticScholar,"Melamine, a nitrogen‐rich heterocycle with a 1,3,5‐triazine core and three exocyclic amines, has played a central role in materials chemistry, enabling the synthesis of supramolecular assemblies, covalent organic polymers, and carbon nitride semiconductors. However, structurally related N‐heterocyclic amines, differing in ring substitution or heterocycle, are far less applied in such fields despite their potential to overcome limitations associated with melamine‐based materials. In this review, recent advances in the synthesis of covalent and carbon‐based materials derived from melamine analogues, including 6‐Phenyl‐1,3,5‐triazine‐2,4‐diamine, 6‐Methyl‐1,3,5‐triazine‐2,4‐diamine and 2,4,6‐Triaminopyrimidine are highlighted. It is focused on how variations in heterocycle identity and functional group substitution influence monomer reactivity, condensation behavior, and the resulting material properties, such as chemical composition, dimensionality, porosity and morphology. Diverse applications of such materials are discussed, from fluorescent sensing platforms to CO2 capture and photo‐electrocatalysis, however, the primary emphasis lies on synthetic strategies and structure‐property relationships. It is concluded with a critical perspective on how these alternative building blocks, when leveraging sustainable synthesis methods coupled with emerging AI‐guided materials discovery, may enable the targeted design of next‐generation functional materials.",NO,NO,NO
