Paper Title,Paper Link,Publication Year,Publication Type,Publication Title,Author Names,DOI,PDF Link,Open Access,Citations Count,PubMed ID,PMC ID,References,arXiv ID,OpenAlex ID,Source,Abstract,Review,Preprint,arXiv_used
Current and future perspectives on catalytic-based integrated carbon capture and utilization.,https://www.semanticscholar.org/paper/833d0d4593b28728c6836c807ff3ca27ace4efb4,2021.0,,Science of the Total Environment,"Muhammad A Sabri, Samar Al Jitan, D. Bahamon, L. Vega, G. Palmisano",https://doi.org/10.1016/j.scitotenv.2021.148081,,False,123,34091328,,0.0,,,SemanticScholar,,NO,NO,NO
"Role of Carbon Capture, Storage, and Utilization to Enable a Net-Zero-CO2-Emissions Aviation Sector",https://www.semanticscholar.org/paper/2f6f250bb51023ed617b225512f0db508e110ee0,2021.0,,,"Viola Becattini, P. Gabrielli, M. Mazzotti",https://doi.org/10.1021/acs.iecr.0c05392,https://pubs.acs.org/doi/pdf/10.1021/acs.iecr.0c05392,True,128,,,0.0,,,SemanticScholar,"A techno-economic analysis of viable scenarios for the aviation industry to achieve net-zero CO2 emissions is presented. These scenarios are based (i) on carbon capture and storage (CCS), where con...",NO,NO,NO
Toward smart carbon capture with machine learning,https://www.semanticscholar.org/paper/8f2a823e868572fed552c2a7259d5a6bc125d52f,2021.0,,Cell Reports Physical Science,"Mohammad Rahimi, S. M. Moosavi, B. Smit, T. Hatton",https://doi.org/10.1016/j.xcrp.2021.100396,https://doi.org/10.1016/j.xcrp.2021.100396,True,104,,,132.0,,,SemanticScholar,"Summary Machine learning (ML) is emerging as a powerful approach that has recently shown potential to affect various frontiers of carbon capture, a key interim technology to assist in the mitigation of climate change. In this perspective, we reveal how ML implementations have improved this process in many aspects, for both absorption- and adsorption-based approaches, ranging from the molecular to process level. We discuss the role of ML in predicting the thermodynamic properties of absorbents and in improving the absorption process. For adsorption processes, we discuss the promises of ML techniques for exploring many options to find the most cost-effective process scheme, which involves choosing a solid adsorbent and designing a process configuration. We also highlight the advantages of ML and the associated risks, elaborate on the importance of the features needed to train ML models, and identify promising future opportunities for ML in carbon capture processes.",NO,NO,NO
Current Developments of Carbon Capture Storage and/or Utilization–Looking for Net-Zero Emissions Defined in the Paris Agreement,https://www.semanticscholar.org/paper/949e7c862b1e117544d7c20b911a4f3dc9f94b3d,2021.0,,Energies,"M. J. Regufe, Ana Pereira, A. Ferreira, A. M. Ribeiro, A. Rodrigues",https://doi.org/10.3390/en14092406,https://www.mdpi.com/1996-1073/14/9/2406/pdf?version=1619346449,True,85,,,75.0,,,SemanticScholar,"An essential line of worldwide research towards a sustainable energy future is the materials and processes for carbon dioxide capture and storage. Energy from fossil fuels combustion always generates carbon dioxide, leading to a considerable environmental concern with the values of CO2 produced in the world. The increase in emissions leads to a significant challenge in reducing the quantity of this gas in the atmosphere. Many research areas are involved solving this problem, such as process engineering, materials science, chemistry, waste management, and politics and public engagement. To decrease this problem, green and efficient solutions have been extensively studied, such as Carbon Capture Utilization and Storage (CCUS) processes. In 2015, the Paris Agreement was established, wherein the global temperature increase limit of 1.5 °C above pre-industrial levels was defined as maximum. To achieve this goal, a global balance between anthropogenic emissions and capture of greenhouse gases in the second half of the 21st century is imperative, i.e., net-zero emissions. Several projects and strategies have been implemented in the existing systems and facilities for greenhouse gas reduction, and new processes have been studied. This review starts with the current data of CO2 emissions to understand the need for drastic reduction. After that, the study reviews the recent progress of CCUS facilities and the implementation of climate-positive solutions, such as Bioenergy with Carbon Capture and Storage and Direct Air Capture. Future changes in industrial processes are also discussed.",NO,NO,NO
Novel methodology for EEDI calculation considering onboard carbon capture and storage system,https://www.semanticscholar.org/paper/65dfc36535e559af58bc6e269cae06fad50ae715,2021.0,,,"Sanghyuk Lee, Seunghyeon Yoo, Hyunjun Park, Junkeon Ahn, D. Chang",https://doi.org/10.1016/j.ijggc.2020.103241,,False,79,,,32.0,,,SemanticScholar,"Abstract This study proposes a novel Energy Efficiency Design Index (EEDI) estimation method considering the Onboard Carbon Capture and Storage (OCCS) system. The OCCS selectively captures and stores carbon dioxide (CO2) contained in exhaust gas emitted from the internal combustion engines of a ship. It also utilizes a CO2 capture process, a CO2 liquefaction process, and a CO2 storage tank. The status of greenhouse gas regulation for ships currently being discussed at the International Maritime Organization was investigated, and a modified EEDI estimation formula and a method for EEDI calculation considering the OCCS were evaluated. Case studies on a container feeder were conducted based on the proposed method in accordance with the EEDI regulations. The chemical absorption with an activated methyldiethanolamine solution was selected for the CO2 capture process. The captured CO2 was liquefied using cold energy from liquefied natural gas and ammonia. To improve the volume efficiency of the containment system, a prismatic pressure vessel was adopted for the CO2 storage tank. The results demonstrate that the required carbon capture ratio in the CO2 capture process is higher than the actual EEDI reduction rate.",NO,NO,NO
The mutual benefits of renewables and carbon capture: Achieved by an artificial intelligent scheduling strategy,https://www.semanticscholar.org/paper/8b4673c24e007568ba6f95e65b2d37dafc11061d,2021.0,,,"Xianhao Chen, Xiao Wu, Kwang Y. Lee",https://doi.org/10.1016/j.enconman.2021.113856,,False,78,,,39.0,,,SemanticScholar,"Abstract Renewable power and carbon capture are key technologies to transfer the power industry into low carbon generation. Renewables have been developed fast, however, the intermittent nature has imposed higher requirement for the flexibility of the power grid. Retrofitting carbon capture technologies to existing fossil-fuel fired power plants is an important solution to avoid the “lock-in” of emissions, but the high operating costs hinders their large scale application. The coexistence of renewable power and carbon capture opens up a new avenue that the deployment of carbon capture can provide additional flexibility for better accommodation of renewable power while excess renewables can be used to reduce the operating costs of carbon capture. To this end, this paper proposes an artificial intelligence based optimal scheduling strategy for the power plant-carbon capture system in the context of renewable power penetration to show that the mutual benefits between carbon capture and renewable power can be achieved when the carbon capture process is made fully adjustable. An artificial intelligent deep belief neural network is used to reflect the complex interactions between carbon, heat and electricity within the power plant carbon capture system. Multiple operating goals are considered in the scheduling such as minimizing the operating costs, renewable power curtailment and carbon emission, and the particle swarm heuristic optimization is employed to find the optimal solution. The impacts of carbon capture constraint mode, carbon emission penalty coefficient, carbon dioxide production constraints and renewable power installed capacity are investigated to provide broader insight on the potential benefit of carbon capture in future low-carbon energy system. A case study using real world data of weather condition and load demand shows that renewable power curtailment can be reduced by 51% with the integration of post-combustion capture systems and 35% of total carbon emission are captured by the use of excess renewable power through optimal scheduling. This paper points out a new way of using artificial intelligent technologies to coordinate the couplings between carbon and electricity for efficient and environmentally friendly operation of future low-carbon energy system.",NO,NO,NO
Current Status and Advances in Membrane Technology for Carbon Capture,https://www.semanticscholar.org/paper/a72e7e09ea79d73f86b6ae5256ddcfc970c62738,2022.0,,Separation and Purification Technology,"Rujing Hou, C. Fong, B. Freeman, M. Hill, Zongli Xie",https://doi.org/10.1016/j.seppur.2022.121863,https://doi.org/10.1016/j.seppur.2022.121863,True,120,,,105.0,,,SemanticScholar,,NO,NO,NO
Carbon capture and storage and the sustainable development goals,https://www.semanticscholar.org/paper/c3995b2b18a8627539bafac667235a805d81d917,2021.0,,,"T. Mikunda, L. Brunner, Eirini Skylogianni, J. Monteiro, Lydia Rycroft, J. Kemper",https://doi.org/10.1016/j.ijggc.2021.103318,,False,75,,,64.0,,,SemanticScholar,"Abstract For carbon capture and storage (CCS) to be a truly effective option within the efforts being made to mitigate climate change, it must be sustainable. An assessment is therefore required regarding how the deployment of CCS will positively contribute towards the achievement of the UN’s Sustainable Development Goals (SDGs) by 2030. This assessment reviews current evidence regarding the interactions between CCS technologies and the SDGs to improve the accessibility of information regarding the relevance and sustainability of CCS as a climate mitigation technology. Implicit in the SDG logic is that the goals depend on each other and enablers for one goal may therefore also potentially act as inhibiters for another goal. When evaluated against the SDGs, CCS shows several positive ‘enabling’ interactions, and fundamentally CCS is ‘indivisible’ with SDG 13 regarding combating climate change. The main ‘inhibiting’ impacts are predominantly due to the requirement for extra energy per unit of electricity produced and the environmental impacts associated with the use of some capture systems. None of the inhibiting impacts identified had ‘cancelling’ interactions against the SDGs covered in this assessment. CCS is therefore a sustainable option to combat climate change and does not prohibit the achievement of any other SDG.",NO,NO,NO
Reducing the energy efficiency design index for ships through a post-combustion carbon capture process,https://www.semanticscholar.org/paper/85e73a2ef0dcd8e020481ab02b4848ef43b47a50,2021.0,,,"M. Stec, A. Tatarczuk, T. Iluk, M. Szul",https://doi.org/10.1016/j.ijggc.2021.103333,,False,76,,,46.0,,,SemanticScholar,"Abstract This paper discusses the possibility to reduce the energy efficiency design index for ships through a post-combustion carbon capture process. The post-combustion carbon capture process, successfully implemented in the electricity generation sector, allows reduction of CO2 emissions of existing units using fossil fuels with relative simplicity. An assessment of implementing an amine-based carbon capture system onboard of the ship is presented. The analysis covers the energy requirements of the entire system including SO2 removal, carbon capture and CO2 compression. Simulations, conducted for different ambient conditions, revealed that the highest CO2 emission, translating into a reduction of the EEDI, is possible in tropical conditions. The energy efficiency reduction is possible also in arctic conditions to a lesser extent. The post-combustion carbon capture process seems to be a promising technology as the method to reduce the EEDI for ships. An additional advantage is the possibility to retrofit existing constructions as the implementation requires no significant changes in the ship propulsion system. Finally, the nature of the amine-based carbon capture process, aimed to remove acidic exhaust gas components, supports SO2 emission reduction, making the exhaust gas practically sulfur-free.",NO,NO,NO
Thermodynamic modeling and rational design of ionic liquids for pre-combustion carbon capture,https://www.semanticscholar.org/paper/1b862d6472190da978fdd9251f6e75e6c197288b,2021.0,,,"Teng Zhou, Huaiwei Shi, Xuechong Ding, Yageng Zhou",https://doi.org/10.1016/j.ces.2020.116076,,False,75,,,51.0,,,SemanticScholar,"Abstract Although ionic liquids (ILs) have been widely explored as promising solvents for carbon capture, systematic study on the rational selection and design of ILs for carbon capture processes is still scarce. In this contribution, a comprehensive literature survey is first performed to provide an up-to-date database comprising 10,116 CO2 solubility data and 463 H2 solubility data measured in a large number of ILs at various temperatures and pressures. Using this dataset, the UNIFAC-IL model for predicting the vapor–liquid equilibrium of the CO2-H2-IL ternary system is developed, where 42 main groups and 53 subgroups are specified and 220 group interaction parameters are fitted. With this model, an optimization-based computer-aided ionic liquid design problem is finally formulated and solved to identify the best ILs for the pre-combustion carbon capture process. It is found that the hydroxyl-ammonium and hydroxyl-imidazolium bis(trifluoromethylsulfonyl)amide ILs are the most promising solvent candidates.",NO,NO,NO
The Role of Carbon Capture and Storage in the Energy Transition,https://www.semanticscholar.org/paper/392262abe653188fba4c157349cf9b468fc07f07,2021.0,,,"H. Lau, S. Ramakrishna, Kai Zhang, A. V. Radhamani",https://doi.org/10.1021/acs.energyfuels.1c00032,,False,217,,,137.0,,,SemanticScholar,"In this paper, we review and analyze the salient features of the ongoing energy transition from a high to a low carbon economy. Our analysis shows that this transition will require decarbonizing th...",NO,NO,NO
Assessing the carbon capture potential of a reforestation project,https://www.semanticscholar.org/paper/9002033e812716af5a352bd1e3b39d970c02b57d,2021.0,,Scientific Reports,"D. Lefebvre, A. Williams, G. Kirk, Paul, J. Burgess, J. Meersmans, M. Silman, Francisco Román-Dañobeytia, Jhon Farfan, Pete Smith",https://doi.org/10.1038/s41598-021-99395-6,https://www.nature.com/articles/s41598-021-99395-6.pdf,True,64,34620924,8497602,76.0,,,SemanticScholar,"The number of reforestation projects worldwide is increasing. In many cases funding is obtained through the claimed carbon capture of the trees, presented as immediate and durable, whereas reforested plots need time and maintenance to realise their carbon capture potential. Further, claims usually overlook the environmental costs of natural or anthropogenic disturbances during the forest’s lifetime, and greenhouse gas (GHG) emissions associated with the reforestation are not allowed for. This study uses life cycle assessment to quantify the carbon footprint of setting up a reforestation plot in the Peruvian Amazon. In parallel, we combine a soil carbon model with an above- and below-ground plant carbon model to predict the increase in carbon stocks after planting. We compare our results with the carbon capture claims made by a reforestation platform. Our results show major errors in carbon accounting in reforestation projects if they (1) ignore the time needed for trees to reach their carbon capture potential; (2) ignore the GHG emissions involved in setting up a plot; (3) report the carbon capture potential per tree planted, thereby ignoring limitations at the forest ecosystem level; or (4) under-estimate tree losses due to inevitable human and climatic disturbances. Further, we show that applications of biochar during reforestation can partially compensate for project emissions.",NO,NO,NO
"Carbon mineralization pathways for carbon capture, storage and utilization",https://www.semanticscholar.org/paper/9a722f9ec3bca95b5f86b501706d040dc968472d,2021.0,,Communications Chemistry,G. Gadikota,https://doi.org/10.1038/s42004-021-00461-x,https://www.nature.com/articles/s42004-021-00461-x.pdf,True,169,36697549,9814416,32.0,,,SemanticScholar,"Carbon mineralization is a versatile and thermodynamically downhill process that can be harnessed for capturing, storing, and utilizing CO 2 to synthesize products with enhanced properties. Here the author discusses the advances in and challenges of carbon mineralization, and concludes that tuning the chemical interactions involved will allow us to unlock its potential for advancing low carbon energy and resource conversion pathways.",NO,NO,NO
Lignin-Based Porous Supraparticles for Carbon Capture,https://www.semanticscholar.org/paper/ba7e93b46963564f443e03ad6ed034c36668a866,2021.0,,ACS Nano,"Bin Zhao, Maryam Borghei, Tao Zou, Ling Wang, Leena‐Sisko Johansson, Johanna Majoinen, M. Sipponen, M. Österberg, B. D. Mattos, O. Rojas",https://doi.org/10.1021/acsnano.0c10307,https://doi.org/10.1021/acsnano.0c10307,True,85,33779142,8155330,82.0,,,SemanticScholar,"Multiscale carbon supraparticles (SPs) are synthesized by soft-templating lignin nano- and microbeads bound with cellulose nanofibrils (CNFs). The interparticle connectivity and nanoscale network in the SPs are studied after oxidative thermostabilization of the lignin/CNF constructs. The carbon SPs are formed by controlled sintering during carbonization and develop high mechanical strength (58 N·mm–3) and surface area (1152 m2·g–1). Given their features, the carbon SPs offer hierarchical access to adsorption sites that are well suited for CO2 capture (77 mg CO2·g–1), while presenting a relatively low pressure drop (∼33 kPa·m–1 calculated for a packed fixed-bed column). The introduced lignin-derived SPs address the limitations associated with mass transport (diffusion of adsorbates within channels) and kinetics of systems that are otherwise based on nanoparticles. Moreover, the carbon SPs do not require doping with heteroatoms (as tested for N) for effective CO2 uptake (at 1 bar CO2 and 40 °C) and are suitable for regeneration, following multiple adsorption/desorption cycles. Overall, we demonstrate porous SP carbon systems of low cost (precursor, fabrication, and processing) and superior activity (gas sorption and capture).",NO,NO,NO
Evaluation of multiple time carbon capture and storage network with capital-carbon trade-off,https://www.semanticscholar.org/paper/26890c319b3c332887963670d594b93b173a0484,2021.0,,,"Annasit Mualim, Hairul Huda, A. Altway, J. P. Sutikno, R. Handogo",https://doi.org/10.1016/j.jclepro.2020.125710,,False,39,,,32.0,,,SemanticScholar,"Abstract The carbon dioxide emission from the industrial sector and the power plant contribute significantly to global climate change for several decades. The carbon capture and storage technology is the primary solution to reach the reduction target of carbon dioxide emissions. The carbon capture and storage activities involve CO2 capturing, transporting, and storing in geological storage, requires number planning. The process integration approach by pinch analysis method can be used for the carbon capture and storage planning problem and to develop the carbon capture and storage network design. However, the applicability of the method needs to be evaluated when some constraints in carbon capture and storage network design are applied. This paper proposes an improved pinch analysis based method for carbon capture and storage target and network design. The method begins with targeting the maximum carbon exchange in the carbon capture and storage system, which is followed by designing the carbon capture and storage network. Next, the capital-carbon trade-off is introduced as a new strategy for assessing carbon capture and storage network design to show the economic feasibility of the design. Four case studies demonstrate the applicability of the proposed method to the carbon capture and storage systems in the central and western part of Indonesia. The application of this new strategy in the western part of Indonesia as a single region system revealed that the flat minimum of the total annual cost is obtained at a five year time difference with the amount of up to US$ 149.3 million.",NO,NO,NO
Carbon dioxide separation and capture by adsorption: a review,https://www.semanticscholar.org/paper/f1aebdc450f55711ecbcfa500ebb39e0531c153e,2023.0,,Environmental Chemistry Letters,"Mohsen Karimi, M. Shirzad, José A. C. Silva, A. Rodrigues",https://doi.org/10.1007/s10311-023-01589-z,https://link.springer.com/content/pdf/10.1007/s10311-023-01589-z.pdf,True,199,37362013,10018639,350.0,,,SemanticScholar,"Rising adverse impact of climate change caused by anthropogenic activities is calling for advanced methods to reduce carbon dioxide emissions. Here, we review adsorption technologies for carbon dioxide capture with focus on materials, techniques, and processes, additive manufacturing, direct air capture, machine learning, life cycle assessment, commercialization and scale-up.",YES,NO,NO
"Review of technological progress in carbon dioxide capture, storage, and utilization",https://www.semanticscholar.org/paper/82c40c3cdc7ee636af5e6589086e09726f336b8f,2023.0,,Gas Science and Engineering,"S. Davoodi, M. Al-Shargabi, D. Wood, V. Rukavishnikov, K. Minaev",https://doi.org/10.1016/j.jgsce.2023.205070,,False,232,,,136.0,,,SemanticScholar,,YES,NO,NO
Current status and pillars of direct air capture technologies,https://www.semanticscholar.org/paper/d0138c42eaf124a8756ba647a972f6ca19a852f5,2022.0,,iScience,"M. Ozkan, S. Nayak, Anthony D. Ruiz, Wen-jie Jiang",https://doi.org/10.1016/j.isci.2022.103990,http://www.cell.com/article/S2589004222002607/pdf,True,255,35310937,8927912,103.0,,,SemanticScholar,"Summary Climate change calls for adaptation of negative emission technologies such as direct air capture (DAC) of carbon dioxide (CO2) to lower the global warming impacts of greenhouse gases. Recently, elevated global interests to the DAC technologies prompted implementation of new tax credits and new policies worldwide that motivated the existing DAC companies and prompted the startup boom. There are presently 19 DAC plants operating worldwide, capturing more than 0.01 Mt CO2/year. DAC active plants capturing in average 10,000 tons of CO2 annually are still in their infancy and are expensive. DAC technologies still need to improve in three areas: 1) Contactor, 2) Sorbent, and 3) Regeneration to drive down the costs. Technology-based economic development in all three areas are required to achieve <$100/ton of CO2 which makes DAC economically viable. Current DAC cost is about 2–6 times higher than the desired cost and depends highly on the source of energy used. In this review, we present the current status of commercial DAC technologies and elucidate the five pillars of technology including capture technologies, their energy demand, final costs, environmental impacts, and political support. We explain processing steps for liquid and solid carbon capture technologies and indicate their specific energy requirements. DAC capital and operational cost based on plant power energy sources, land and water needs of DAC are discussed in detail. At 0.01 Mt CO2/year capture capacity, DAC alone faces a challenge to meet the rates of carbon capture described in the goals of the Paris Agreement with 1.5–2°C of global warming. However, DAC may partially help to offset difficult to avoid annual emissions from concrete (∼8%), transportation (∼24%), iron-steel industry (∼11%), and wildfires (∼0.8%).",NO,NO,NO
Technologies and perspectives for achieving carbon neutrality,https://www.semanticscholar.org/paper/bc1543639acabe4758f94f94eb42eb66e7b45488,2021.0,,The Innovation,"Fang-fang Wang, J. D. Harindintwali, Zhizhang Yuan, Min Wang, Faming Wang, Sheng-sheng Li, Zhi-qiang Yin, Lei Huang, Yuhao Fu, Lei Li, Scott X. Chang, Lin-juan Zhang, J. Rinklebe, Zuoqiang Yuan, Qing Zhu, Leilei Xiang, Daniel C W Tsang, Liang Xu, Xin Jiang, Jihua Liu, Ning Wei, M. Kästner, Yang Zou, Y. Ok, Jianlin Shen, D. Peng, Wei Zhang, D. Barceló, Yongjin Zhou, Z. Bai, Boqiang Li, Bin Zhang, Ke Wei, Hujun Cao, Z. Tan, Liu-bin Zhao, Xiaolei He, Jinxing Zheng, N. Bolan, Xiaohong Liu, Changping Huang, S. Dietmann, M. Luo, Nannan Sun, J. Gong, Y. Gong, F. Brahushi, Tangtang Zhang, C. Xiao, Xianfeng Li, Wenfu Chen, N. Jiao, Johannes Lehmann, Yongyi Zhu, Hongguang Jin, A. Schaeffer, J. Tiedje, Jingjing Chen",https://doi.org/10.1016/j.xinn.2021.100180,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8633420,True,1126,34877561,8633420,339.0,,,SemanticScholar,"Global development has been heavily reliant on the overexploitation of natural resources since the Industrial Revolution. With the extensive use of fossil fuels, deforestation, and other forms of land-use change, anthropogenic activities have contributed to the ever-increasing concentrations of greenhouse gases (GHGs) in the atmosphere, causing global climate change. In response to the worsening global climate change, achieving carbon neutrality by 2050 is the most pressing task on the planet. To this end, it is of utmost importance and a significant challenge to reform the current production systems to reduce GHG emissions and promote the capture of CO2 from the atmosphere. Herein, we review innovative technologies that offer solutions achieving carbon (C) neutrality and sustainable development, including those for renewable energy production, food system transformation, waste valorization, C sink conservation, and C-negative manufacturing. The wealth of knowledge disseminated in this review could inspire the global community and drive the further development of innovative technologies to mitigate climate change and sustainably support human activities.",NO,NO,NO
Carbon Capture and Storage from Fossil Fuel Use 1,https://www.semanticscholar.org/paper/54051162e8ec812b1865b834b6fbcf8028d3b7fe,,,,"H. Herzog, D. Golomb",,,False,288,,,5.0,,,SemanticScholar,,NO,NO,NO
